age,household_income,gender,store_location,typical_queue_wait_time,distance_to_store,percent_self_service_checkout_uses,children,fruit_and_veg_items,meat_items,cupboard_items,frozen_items,toiletries_items,other_items,has_loyalty_card,brand_loyalty,typical_visit_time,typical_shopping_mission,brings_own_bag,average_time_in_store,typical_payment_method,satisfaction,Customer_Comment
75,32948,Male,Wymondham,10.1,0.9,0.05,1,6,2,5,0,0,2,Yes,Low,Evening,Top-up,Yes,61,Unknown,High,
20,25655,Male,Dereham,11.1,3.8,0.6,0,5,1,1,1,0,2,No,High,Evening,Top-up,Yes,63,Google Pay,Low,
66,25584,Female,Wymondham,8.7,1.7,0.03,0,7,2,9,4,3,3,Yes,Low,Evening,Weekly shop,No,140,Card,High,I was happy with my visit on my way home doing a full weekly shop. genuinelythe shop felt well looked after. There seemed to be enough staff around and collection was quick and well organised. I’d happily shop here again.
75,28962,Male,Wymondham,17.6,2.6,0.02,1,8,20,4,4,1,1,No,High,Afternoon,Weekly shop,No,96.1,Card,Very Low,"Honestly, this was a frustrating shop today doing a quick top-up shop. quitethe car park felt cramped. Some items were near expiry."
20,35259,Male,Thetford,11.9,2.6,0.52,0,9,1,7,2,1,3,Yes,Medium,Evening,Weekly shop,No,56.1,Card,Low,
50,16346,Female,Fakenham,10.3,1.4,0.36,0,4,0,1,1,1,2,No,Low,Morning,Top-up,No,54.2,Card,High,
68,72217,Female,Tetford,17.1,2.4,0,0,11,2,1,1,0,3,No,Medium,Evening,Top-up,No,55.8,Card,Very Low,Really unhappy with this visit today doing a quick top-up shop. checkout took ages and the substitutions didn’t make sense. Popular items were missing. I don’t plan to return soon.
75,75322,Female,Thetford,14.6,2.8,0,1,7,3,1,2,1,3,No,Medium,Evening,Top-up,No,66.6,Cash,Low,Not the best visit this morning doing some bits for dinner. everyone looked stretched and the substitutions didn’t make sense.
310,77494,Female,Dereham,7.7,0.9,0.33,0,8,2,9,8,2,1,Yes,Low,Evening,Weekly shop,Yes,64.9,Card,Very High,
60,80086,Female,Thetford,10.9,1.2,0.24,1,8,2,6,6,2,3,No,Medium,Morning,Weekly shop,Yes,55.9,Card,Medium,An average visit overall at the weekend doing just a couple of items. everything I needed was in stock and meat and veg looked excellent. Fine for a quick shop.
47,44151,Female,Norwich,9.8,,0.4,2,6,5,13,16,7,1,Yes,Low,Morning,Bulk shop,No,55.6,Card,Very High,Excellent experience after work doing a few essentials. fresh items were well replenished. The shop felt well looked after and prices felt reasonable. The loyalty discounts worked smoothly.
63,28068,Prefer not to say,Deeham,10,2.5,0.04,2,17,11,6,4,2,3,No,High,Afternoon,Weekly shop,No,79.4,Card,Low,I wasn’t very impressed this time this afternoon doing some bits for dinner. prices felt high. Only a couple of tills were open and i couldn’t tell what was actually on deal and some items were near expiry.
33,20344,Female,Norwich,11.2,,0.54,0,5,1,1,0,0,5,No,Medium,Afternoon,Top-up,No,52.2,Card,Medium,"Neither great nor terrible on my way home doing a few essentials. a bitaccess was straightforward. No major complaints, but nothing stood out either."
27,32650,Male,Fakenham,,1.9,0.81,0,4,1,1,1,0,3,Yes,Low,Evening,Top-up,No,40.7,Apple Pay,Very High,
22,15090,Male,Thetford,12.2,,0.63,0,6,6,7,3,1,1,Yes,Low,Morning,Weekly shop,No,51.7,Card,Very High,Excellent experience after work doing a few essentials. the team were really helpful. The entrance and exits felt well managed. The till staff were efficient. Keep it up — brilliant service.
51,30510,Prefer not to say,Nokrwich,14,2.1,0.23,0,5,0,4,1,1,1,No,Medium,Afternoon,Top-up,Yes,90.7,Unknown,Medium,
20,14101,Other,Thetford,12.1,1.2,0.68,0,6,2,9,7,2,1,Yes,Medium,Morning,Weekly shop,No,78.6,Apple Pay,Medium,
35,37204,,Norwich,15.6,1,0.33,3,8,10,17,10,10,1,No,Low,Morning,Bulk shop,Yes,64.6,Card,Medium,
56,68391,Male,Fakenham,11.6,1.2,0.5,0,9,8,18,8,3,1,No,Low,Afternoon,Bulk shop,No,94.8,Cash,High,I was happy with my visit this morning doing a few essentials. someone on the floor actually walked me to the right aisle. Getting in and out was hassle-free.
20,20489,Female,Fakenham,8.5,0.9,0.76,0,6,1,2,1,2,3,No,Medium,Morning,Top-up,No,56.1,Card,High,"A good experience overall on my way home doing a bigger shop than usual. genuinelythere seemed to be enough staff around, and the fruit and veg selection looked great. Overall, a solid experience."
36,23802,Female,Norwich,13.5,0.8,0.48,0,4,1,16,2,2,6,Yes,Medium,Morning,Weekly shop,No,68.9,Card,Very High,Superb visit — very happy at the weekend doing a few essentials. the fruit and veg selection looked great. Substitutions were sensible and there seemed to be enough staff around.
47,12113,Female,Thetford,13.8,1.6,0.13,0,4,1,1,3,0,6,No,High,Afternoon,Top-up,No,60.6,Cash,Low,"Left feeling underwhelmed this afternoon doing just a couple of items. produce didn’t look fresh, and loyalty pricing was confusing. I expected more."
49,18384,Prefer not to say,Fakenham,11,,0.26,2,7,4,22,9,10,2,Yes,High,Evening,Bulk shop,Yes,61.2,Card,High,A good experience overall this morning doing just a couple of items. quitethe promotions were easy to understand and payment was quick and easy. Would recommend based on today.
35,33132,Male,Fakenham,10.5,1.1,0.64,3,15,3,13,11,4,4,No,High,Morning,Weekly shop,No,54.1,Card,Medium,
73,557077,Male,Norwich,11.9,4.3,0.03,0,8,2,14,1,1,2,Yes,Medium,Afternoon,Weekly shop,No,49.7,Unknown,High,
58,24309,Female,Wymondham,7.6,1.3,0.5,0,5,1,2,1,2,3,Yes,Low,Morning,Top-up,No,63.4,Card,Very High,Really great shop from start to finish this afternoon doing a few essentials. the store was clean. Fresh food quality was good. I’d definitely recommend it.
20,29845,Female,Thetford,9.2,0.9,0.82,1,5,4,10,4,3,3,Yes,Medium,Morning,Weekly shop,No,48.8,Unknown,High,I was happy with my visit at the weekend doing a few essentials. pleasantlythe fruit and veg selection looked great. Getting in and out was hassle-free. Would recommend based on today.
39,107983,Female,Thetford,15.3,4,0.17,0,14,4,7,3,1,3,Yes,High,Afternoon,Weekly shop,No,76.5,Card,Very Low,Really unhappy with this visit after work doing a full weekly shop. especiallyaisles were awkward to navigate. I don’t plan to return soon.
49,16728,Male,Thetford,15.4,1.3,0.27,2,2,7,17,2,3,5,No,Low,Morning,Weekly shop,Yes,51.3,Card,Medium,"Neither great nor terrible this morning doing just a couple of items. a bitthe car park felt cramped. Staff opened another till quickly. No major complaints, but nothing stood out either."
25,101184,Female,Norwich,6,1.8,0.52,2,9,2,16,,11,1,Yes,Medium,Morning,Weekly shop,No,64.9,Unknown,Very High,Excellent experience after work doing some bits for dinner. quitethe till staff were efficient. I saved a bit with the promotions. This is why I keep coming back.
50,41188,Female,Thetford,11,1,0.35,1,4,1,6,2,1,4,Yes,Low,Morning,Top-up,No,87,Card,Very High,Excellent experience this morning doing a few essentials. fresh food quality was good and parking was easy. Absolutely spot on.
34,,Female,Dereham,12,1.7,0.52,0,6,0,2,0,0,3,Yes,Low,Afternoon,Top-up,No,45,Card,Very High,Superb visit — very happy on my way home doing a few essentials. the offers were worthwhile. Keep it up — brilliant service.
43,26939,Female,Dereham,4,,0.63,0,5,3,19,10,2,10,No,Medium,Evening,Bulk shop,No,41.9,Card,Very High,Superb visit — very happy this morning doing some bits for dinner. surprisinglythe promotions were easy to understand.
33,33114,Prefer not to say,Dereham,8.8,1.7,0.45,0,6,1,1,1,0,2,Yes,Medium,Morning,Top-up,Yes,52.2,Apple Pay,High,
51,46128,Prefer not to say,Dereham,13.6,1.4,0.26,0,5,2,6,3,0,3,Yes,Medium,Morning,Top-up,No,44.2,Card,High,Generally a positive visit today doing some bits for dinner. it felt clean and organised. Good availability across the aisles and queues moved fast. Would recommend based on today.
21,57573,Female,Wymondham,12,0.6,0.44,0,2,3,2,2,0,6,No,Medium,Afternoon,Top-up,Yes,61.7,,Medium,An average visit overall this afternoon doing some bits for dinner. overalleverything I needed was in stock.
59,52323,Male,Norwich,15,2.2,0.05,0,5,0,2,1,0,5,No,High,Evening,Top-up,No,42.8,Card,Medium,
66,37135,Male,Fakmenham,7.3,0.6,0.14,0,9,0,2,1,1,2,No,High,Morning,Top-up,No,36.6,Card,High,
44,45299,Female,Norwich,16,4.6,0.15,0,10,14,8,6,5,1,No,Medium,Evening,Bulk shop,Yes,87.3,Card,Very Low,Really unhappy with this visit at the weekend doing a full weekly shop. offers were confusing. Fresh food quality was disappointing.
54,55511,Prefer not to say,Norwich,10.4,0.7,0.15,1,6,4,8,6,3,3,Yes,Medium,Morning,Weekly shop,No,44.2,Cash,High,Pretty pleased with how it went this afternoon doing just a couple of items. reallythe store was clean. I’d happily shop here again.
54,35088,Male,Thetford,13.8,2.1,0,3,17,1,3,2,1,5,No,High,Evening,Top-up,No,53.8,Cash,Very Low,
70,,Female,Norwich,13.5,3.1,0,0,4,9,12,13,2,0,No,Medium,Evening,Bulk shop,Yes,73.6,Cash,Very Low,Very disappointing experience today doing a few essentials. I had to wait for an approval at self-checkout and the security barriers were annoying.
66,60879,Male,Fakenham,19.6,2.4,0.03,0,8,2,1,1,1,3,Yes,High,Evening,Top-up,No,64.5,Card,Very Low,
56,23031,Female,Fakenham,11.2,1.1,0.47,0,5,1,3,1,0,2,Yes,Low,Afternoon,Top-up,No,46.9,Card,Very High,Superb visit — very happy this morning doing some bits for dinner. genuinelythe loyalty discounts worked smoothly. A colleague helped me find what i needed. I’d definitely recommend it.
40,48344,Male,Dereham,16.4,3.5,0.26,0,10,9,12,2,1,5,No,High,Evening,Bulk shop,Yes,78.1,Card,Very Low,Really unhappy with this visit today doing just a couple of items. some items were near expiry and prices felt high. It was hard to find things. It needs serious improvement.
52,25262,Prefer not to say,Fakenham,6.5,1.7,0.2,0,6,6,15,4,8,4,Yes,Medium,Morning,Bulk shop,No,32.2,Apple Pay,Medium,
45,36152,Female,Fakenham,16.4,2.7,0.41,1,10,6,3,3,4,5,No,High,Morning,Weekly sho,Yes,57.9,Card,Low,Not the best visit after work doing a few essentials. produce didn’t look fresh. Could be improved.
75,22558,Female,Thetford,14,,0.01,0,4,1,0,2,1,3,No,Medium,Morning,Top-up,Yes,111.7,Cash,Medium,
30,39454,Female,Derehamw,16.5,5.5,0.33,1,6,8,7,5,1,3,Yes,High,Afternoon,Weekly shop,Yes,60.4,Card,Low,Left feeling underwhelmed today doing a few essentials. the layout felt confusing. Fresh food quality was disappointing. I expected more.
36,43939,Female,Dereham,13.6,,0.29,3,11,5,4,0,1,5,No,Medium,Afternoon,Top-up,Yes,64.7,Google Pay,Very Low,"Honestly, this was a frustrating shop today doing a bigger shop than usual. reallygetting out took longer than it should have. I couldn’t find anyone on the shop floor, and the car park felt cramped. I’ll be shopping elsewhere next time."
57,32779,Male,Fakenham,15.2,4,0.19,0,6,5,7,4,3,1,Yes,Medium,Evening,Weekly shop,Yes,53.7,Card,Low,"Not the best visit this afternoon doing just a couple of items. signage wasn’t clear, and Still, the receipt matched the shelf prices. It was difficult to find a space."
25,16322,,Norwich,7.2,0.7,0.65,1,4,4,2,1,1,6,No,Low,Afternoon,Top-up,No,38.8,Card,High,A good experience overall today doing a full weekly shop. parking was easy. Self-checkout was smooth and the entrance and exits felt well managed.
20,66187,Female,Norwich,15.1,2,0.55,1,5,2,1,2,0,3,Yes,Low,Afternoon,Top-up,Yes,73.2,Card,Medium,
55,25670,Male,Dereham,16.5,1.1,0.02,0,4,0,3,1,0,5,No,Medium,Evening,Top-up,Yes,105.5,Cash,Very Low,Really unhappy with this visit today doing a full weekly shop. parking was a hassle. The fruit and veg selection looked tired. Left feeling quite annoyed.
62,19441,Female,Dereham,12.3,1.1,0.33,3,4,2,6,3,4,3,No,Low,Evening,Top-up,No,66.5,Cash,High,
53,48526,Male,Fakenham,14.3,0.4,0,0,3,0,0,2,0,5,Yes,High,Evening,Top-up,Yes,79.4,Card,Very Low,Really unhappy with this visit after work doing a full weekly shop. especiallythe store felt understaffed and the machine rejected my card once.
75,34293,Male,Wymondham,10.4,4.4,0.16,0,13,4,6,5,,2,No,High,Evening,Weekly shop,Yes,91.1,Cash,Very Low,
20,93926,Male,Wymondham,10.9,0.6,0.77,1,4,4,35,12,4,1,No,Low,Morning,Bulk shop,No,57.2,Apple Pay,High,"A good experience overall this morning doing a bigger shop than usual. veryit felt clean and organised and Although, the fruit and veg selection looked tired. Overall, a solid experience."
54,22911,Female,Wymondham,14.1,1.8,0.07,2,14,2,1,2,0,4,Yes,Medium,Evening,Top-up,No,47.6,Card,Very Low,
35,112103,Prefer not to say,Wymondham,19.4,0.7,0.25,0,8,6,6,13,7,3,No,High,Evening,Bulk shop,Yes,77.8,,Very Low,"Honestly, this was a frustrating shop at the weekend doing a few essentials. the gates kept beeping for no reason and the layout felt confusing. Access was awkward today. I’ll be shopping elsewhere next time."
75,42035,Other,Fakenham,16.1,1.9,0,0,7,1,1,2,0,5,No,High,Afternoon,Top-up,Yes,70.9,Card,Low,
20,56728,Other,Fakenham,16.9,,0.45,2,17,9,11,8,3,0,No,Medium,Morning,Bulk shop,Yes,63.4,Unknown,Low,Not the best visit at the weekend doing a few essentials. it took ages to pay and the machine rejected my card once.
68,26927,Male,Dereham,11.6,1.7,0.02,1,16,8,3,3,2,4,No,High,Evening,Weekly shop,Yes,81,Card,Very Low,
20,60395,Male,Wymondham,16.6,,0.74,0,4,9,6,6,0,1,Yes,Medium,Afternoon,Weekly shop,Yes,64.4,Apple Pay,Medium,
46,35991,Female,Fakenham,9.3,1.9,0.44,0,6,1,7,8,3,3,Yes,High,Morning,Weekly shop,No,38.1,Cash,Very High,"Excellent experience today doing a bigger shop than usual. verystaff were friendly, and payment was quick and easy. I’d definitely recommend it."
72,31582,Male,Fakenham,6.4,1.4,0.35,0,5,1,2,1,0,3,Yes,Low,Evening,Top-up,No,48.5,Cash,Very High,Top-notch service today this morning doing just a couple of items. click & collect was efficient and the loyalty discounts worked smoothly. Someone on the floor actually walked me to the right aisle. Keep it up — brilliant service.
59,75116,Female,Norwich,17.9,,0.09,0,6,3,1,2,1,4,No,High,Afternoon,Top-up,No,46,Card,Low,
20,6811,Male,Norwich,9.1,,0.43,0,6,2,9,1,1,6,No,Low,Morning,Weekly shop,Yes,79.7,Apple Pay,Medium,"An average visit overall on my way home doing just a couple of items. That said, substitutions were sensible and the queue barely moved. The store felt well staffed. Room to improve in places."
20,51607,Non-binary,Norwich,12.5,0.8,0.82,0,4,1,4,0,0,2,Yes,Low,Afternoon,Top-up,Yes,71.4,Apple Pay,Very High,"Excellent experience this morning doing a full weekly shop. the promotions were easy to understand. That said, loyalty pricing was confusing, and substitutions were sensible. Keep it up — brilliant service."
42,55621,Male,Thetford,10.9,2.5,0.32,0,7,5,7,3,3,1,Yes,Medium,Evening,Weekly shop,Yes,68.1,Unknown,Medium,A fairly standard shopping trip at the weekend doing a bigger shop than usual. in placesnot great value for money. Room to improve in places.
41,78609,Female,Norwich,17,8.5,0.02,2,21,2,6,4,2,4,No,Medium,Afternoon,Weekly shop,Yes,131.6,Cash,Low,
65,32891,Male,Fakenham,12.4,1.2,0.07,0,10,7,8,4,2,1,Yes,Low,Morning,Weekly shop,No,68.3,Card,Very High,
27,36367,Male,Dereham,10.1,,0.93,1,6,4,21,,,6,No,Low,Afternoon,Bulk shop,No,80.9,Card,High,
75,30221,Other,Thetford,21.1,,0,0,8,2,8,2,1,3,No,Low,Evening,Weekly shop,No,75.9,Cash,Very Low,"Very disappointing experience on my way home doing some bits for dinner. the fresh area looked untidy, and I couldn’t find anyone on the shop floor. I’ll be shopping elsewhere next time."
58,37028,Male,Fakenham,15.8,,0.2,0,8,2,1,2,0,4,No,Medium,Afternoon,Top-up,No,65.3,Cash,Low,"Not the best visit today doing a full weekly shop. the store felt understaffed, and getting out took longer than it should have. Could be improved."
71,6737,Female,Wymondham,7.7,,0.37,0,8,2,4,4,3,2,Yes,Low,Morning,Weekly shop,No,63.7,Cash,Very High,Excellent experience at the weekend doing just a couple of items. pleasantlythe receipt matched the shelf prices. Substitutions were sensible. Customer service was excellent. Keep it up — brilliant service.
75,24946,Male,Thetford,18.5,,0.06,0,7,10,4,2,5,2,Yes,Low,Evening,Weekly shop,Yes,116.1,Card,Very Low,"Honestly, this was a frustrating shop this afternoon doing a bigger shop than usual. offers weren’t clearly marked. I don’t plan to return soon."
61,133474,Male,Fakenham,14.4,2,0.01,1,5,1,1,1,0,4,Yes,Medium,Afternoon,Top-up,No,60.4,Cash,Medium,"It was fine, nothing special at the weekend doing a bigger shop than usual. bakery items were great. No major complaints, but nothing stood out either."
51,21390,Male,Norwich,11.7,2.4,0.27,1,5,2,3,1,1,5,No,Low,Morning,Top-up,Yes,72.9,Cash,Medium,"An average visit overall this afternoon doing a quick top-up shop. slightlythe entrance and exits felt well managed. It was easy to get around. No major complaints, but nothing stood out either."
29,10570,Male,Norwich,10.7,2.4,0.3,0,10,2,1,2,1,3,Yes,High,Morning,Top-up,Yes,56.8,Card,Medium,
31,49222,Female,Wymondham,13.7,1.1,0.63,0,5,1,2,0,0,3,Yes,Medium,Afternoon,Top-up,No,46.2,Card,Medium,A fairly standard shopping trip on my way home doing a bigger shop than usual. somewhatparking was easy. Room to improve in places.
71,44640,Female,Dereham,9,1.9,0.1,0,8,2,6,5,3,1,Yes,Medium,Afternoon,Weekly shop,No,56.3,Cash,Medium,An average visit overall today doing just a couple of items. the loyalty discounts worked smoothly and I couldn’t find basic staples. Fine for a quick shop.
70,29810,Male,Wymondham,12.8,1.6,0.02,1,14,1,5,3,3,2,No,High,Morning,Weekly shop,Yes,85.4,Cash,Medium,"It was fine, nothing special today doing a few essentials. overallthe substitutions didn’t make sense. No major complaints, but nothing stood out either."
71,97044,Male,Thetford,29.8,5,0.02,2,23,10,5,3,1,3,No,High,Evening,Weekly shop,Yes,58,Card,Very Low,"Not acceptable today at the weekend doing some bits for dinner. parking was a hassle. Signage wasn’t clear and to be fair, the store felt well staffed. I’ll be shopping elsewhere next time."
52,11379,Male,Thetford,10.6,1.7,0.24,3,4,8,19,6,15,2,No,High,Afternoon,Bulk shop,No,51.6,Cash,Medium,
75,56022,Female,Thetford,14.6,1.2,0.2,1,6,3,2,1,1,3,No,High,Evening,Top-up,No,74.1,Card,Low,
74,17441,Female,Wymondham,12.4,1.5,0.06,1,5,0,1,2,1,3,No,High,Afternoon,Top-up,No,79.1,Card,Medium,"Neither great nor terrible after work doing a full weekly shop. Also, parking was easy. The loyalty discounts worked smoothly, and there seemed to be enough staff around."
68,30272,Male,Norwich,12.9,1.7,0.04,1,5,6,4,4,2,7,Yes,Medium,Evening,Weekly shop,No,53.6,Cash,Low,I wasn’t very impressed this time on my way home doing a quick top-up shop. prettygetting out took longer than it should have. There didn’t seem to be enough staff. Not sure I’ll rush back.
72,21824,Female,Thetford,13.4,2.9,0.04,0,8,5,6,4,1,3,No,Medium,Evening,Weekly shop,No,134.2,Card,Low,A bit disappointing overall on my way home doing a full weekly shop. pricing on the shelf didn’t match the till. Some items were near expiry.
20,56502,Female,Fakenham,12.8,2.1,0.5,0,5,2,1,2,1,2,No,Medium,Evening,Top-up,Yes,50.5,Card,Medium,"Neither great nor terrible this afternoon doing a bigger shop than usual. in placesthe receipt matched the shelf prices and the store felt well staffed. No major complaints, but nothing stood out either."
45,36325,Male,Thetford,15.8,2.4,0.33,0,8,8,5,1,1,2,No,Medium,Morning,Weekly shop,Yes,82.9,,Low,
26,,Female,Fakenham,14,1.8,0.33,0,8,1,3,2,1,4,No,High,Evening,Top-up,Yes,67.4,Card,Low,I wasn’t very impressed this time today doing some bits for dinner. I couldn’t find the discounts advertised and loyalty pricing was confusing.
75,59191,Male,Thetford,15.8,,0,1,13,17,7,3,4,6,No,High,Afternoon,Bulk shop,No,59.2,Card,Very Low,Not acceptable today at the weekend doing a bigger shop than usual. reallyaisles were awkward to navigate and I couldn’t tell what was actually on deal. Left feeling quite annoyed.
40,47353,Male,Dereham,10,2.5,0.46,1,5,3,16,5,15,4,No,High,Evening,Bulk shop,Yes,97.3,Apple Pay,Medium,
75,33743,Female,Thetford,16.5,,0.01,1,10,2,2,1,0,4,No,Medium,Morning,Top-up,No,38,Cash,Very Low,
75,2634137,Male,Norwich,12.5,1.9,0,0,9,2,1,3,1,3,No,Medium,Morning,Top-up,No,77.2,Unknown,Very Low,Not acceptable today today doing just a couple of items. too many substitutions and access was awkward today. Left feeling quite annoyed.
61,39022,Female,Norwich,9.9,6.1,0.04,1,13,10,4,3,0,3,No,Medium,Afternoon,Weekly shop,Yes,59.4,Cash,Low,I wasn’t very impressed this time this afternoon doing a full weekly shop. reallystaff seemed uninterested. The store felt messy. Click & collect was delayed. Not sure I’ll rush back.
66,23617,Male,Fakenham,9,1,0.22,0,4,0,5,1,0,2,Yes,Low,Afternoon,Top-up,No,45.9,Card,Very High,
36,25727,Male,Fakenham,10.4,1.8,0.43,3,10,2,4,2,0,4,No,Medium,Evening,Top-up,Yes,44.4,Card,Medium,"A fairly standard shopping trip at the weekend doing a full weekly shop. That said, collection was quick and well organised. The till staff were efficient, and it took ages to pay. Room to improve in places."
52,27517,Male,Norwich,10.1,2.3,0.18,2,26,1,6,3,3,2,No,High,Morning,Weekly shop,Yes,69.6,Card,Low,"I wasn’t very impressed this time today doing a quick top-up shop. Still, the team were really helpful. Fresh food quality was disappointing and the store felt understaffed. Not sure I’ll rush back."
56,12101,Female,Thetford,8.6,2.1,0.29,0,6,2,1,2,0,3,No,Medium,Morning,Top-up,No,59.6,Cash,Very High,Top-notch service today after work doing a full weekly shop. I found good deals without hunting and the till staff were efficient. Absolutely spot on.
60,58419,Female,pDereham,12.2,1.3,0.22,0,5,2,4,0,1,4,Yes,Medium,Afternoon,Top-up,Yes,46.9,Cash,High,Pretty pleased with how it went this morning doing a full weekly shop. aisles were tidy. The till staff were efficient. Would recommend based on today.
48,18031,Male,Fakenham,9.2,1.5,0.39,0,6,1,3,1,1,2,Yes,Medium,Evening,Top-up,No,56.7,Cash,Very High,
75,38695,Female,Weymondham,9.3,,0.14,1,7,1,3,2,0,6,Yes,Low,Evening,Top-up,No,55.4,Cash,High,Pretty pleased with how it went after work doing just a couple of items. payment was quick and easy. The fruit and veg selection looked great. The layout was easy to navigate and customer service was excellent. Good enough that I’ll come back.
73,49914,Female,Thetford,14.1,2.2,0.01,1,11,7,8,5,12,1,No,High,Afternoon,Bulk shop,No,99.4,Card,Very Low,
75,44238,,Dereham,14.3,2.7,0.02,1,15,1,1,2,1,4,No,High,Evening,Top-up,Yes,71.5,Card,Low,A bit disappointing overall after work doing just a couple of items. some items were near expiry and the store felt messy.
64,20555,Male,Thetford,6.4,1,0.3,0,6,6,12,2,1,3,Yes,Low,Afternoon,Weekly shop,No,60.7,Cash,High,"A good experience overall after work doing a bigger shop than usual. But, staff seemed uninterested, and bakery items were great. Help was available when i needed it. I’d happily shop here again."
53,29058,Female,Fakenham,10.9,,0.34,0,8,2,5,1,0,3,Yes,Medium,Morning,Top-up,No,47.1,Card,High,
67,44882,Male,Norwich,12,,0.03,0,8,2,1,1,1,3,No,Medium,Evening,Top-up,No,44.4,Card,Low,
48,35456,Male,Thetford,19.6,3.2,0.09,0,9,1,2,3,0,3,No,Medium,Afternoon,Top-up,No,85.9,Card,Very Low,
71,18884,Prefer not to say,Thetford,13.1,1.7,0.04,2,2,4,11,10,18,1,No,High,Afternoon,Bulk shop,No,101.1,Cash,Medium,Neither great nor terrible today doing a quick top-up shop. overallI couldn’t find the discounts advertised.
20,48625,,Fakenam,11.4,2.3,0.47,0,6,10,12,6,8,3,No,Medium,Morning,Bulk shop,No,62.5,Apple Pay,High,"A good experience overall after work doing a quick top-up shop. substitutions were sensible, and That said, the substitutions didn’t make sense. Good enough that I’ll come back."
51,22948,Female,Wymondham,12.2,,0.54,0,4,1,11,5,2,4,Yes,Low,Morning,Weekly shop,No,97.2,Card,Very High,Excellent experience this morning doing some bits for dinner. aisles were tidy and fresh food quality was good. I’d definitely recommend it.
25,30028,Male,Fakenham,,0.8,0.65,0,5,2,1,1,0,5,Yes,Low,Evening,Top-up,No,42.8,Card,Very High,
51,26096,Other,Wymondham,19,0.5,0.42,1,8,4,8,2,2,4,Yes,Medium,Morning,Weekly shop,Yes,71.9,Card,Medium,"It was fine, nothing special at the weekend doing a few essentials. in placessubstitutions were sensible, and the loyalty discounts worked smoothly. The entrance and exits felt well managed."
47,57465,Male,Thetford,9.2,0.7,0.26,2,12,11,8,19,1,0,No,High,Afternoon,Bulk shop,Yes,85.2,Card,Low,"I wasn’t very impressed this time at the weekend doing a few essentials. several shelves were empty, and too many substitutions. Hope it’s better next time."
32,43264,Male,Dereham,12.7,11.8,0.31,0,20,5,3,2,1,2,Yes,High,Evening,Weekly shop,Yes,59.5,Card,Low,
20,41878,Male,Norwich,5.2,1,0.85,2,6,0,5,1,0,7,No,High,Evening,Top-up,No,51.6,Card,Very High,
65,66925,Male,Dereham,11.6,2.8,0.01,0,6,1,0,3,0,3,No,Medium,Afternoon,Top-up,No,44.3,Card,Very Low,"Honestly, this was a frustrating shop after work doing a full weekly shop. genuinelyoffers were confusing, and my order wasn’t ready when I arrived. It took ages to pay, and i couldn’t tell what was actually on deal."
20,40953,Female,Thetford,13.2,,0.71,0,5,1,2,1,0,4,No,Low,Morning,Top-up,Yes,63.1,Unknown,High,"I was happy with my visit this morning doing a bigger shop than usual. popular items were available, and there seemed to be enough staff around. My order was ready on time."
75,38942,Female,Thetford,3.9,1.3,0.02,0,3,3,2,1,0,6,Yes,Medium,Evening,Top-up,Yes,76,Cash,Medium,
59,49831,Female,Fakenham,10.8,0.9,0.01,0,4,16,11,2,7,5,No,Low,Afternoon,Bulk shop,No,53.2,Cash,Medium,"It was fine, nothing special on my way home doing a few essentials. a bitthe queue barely moved. No major complaints, but nothing stood out either."
50,44577,Female,Thetford,15.7,,0.15,1,16,3,4,7,1,2,No,High,Evening,Weekly shop,No,75.5,Card,Low,"Left feeling underwhelmed this morning doing a few essentials. the queue barely moved, and it was difficult to find a space. Some items were near expiry. Could be improved."
45,18980,Female,Wymondham,15,2.5,0.47,3,9,7,3,7,4,7,Yes,High,Afternoon,Weekly shop,No,74.9,Card,Medium,"It was fine, nothing special after work doing some bits for dinner. I had to query a price at the till and it was easy to get around. Parking was easy. No major complaints, but nothing stood out either."
55,56275,Male,Dereham,15.2,1.9,0.03,0,16,3,3,3,2,1,No,Medium,Evening,Weekly shop,Yes,67.5,,Very Low,Not acceptable today today doing a bigger shop than usual. several shelves were empty. Left feeling quite annoyed.
64,44193,Non-binary,Norwich,16.2,2.5,0.03,2,21,7,6,3,2,5,No,High,Morning,Weekly shop,No,64.5,Card,Low,I wasn’t very impressed this time this afternoon doing a few essentials. genuinelyprices felt high. Parking was a hassle. Hope it’s better next time.
59,28739,Male,Fakenham,11,2.1,0.41,0,5,2,11,4,1,6,Yes,Medium,Morning,Weekly shop,Yes,63,Card,Very High,"Excellent experience today doing some bits for dinner. reallyfresh food quality was good, and it felt safe and well organised. The layout was easy to navigate. This is why I keep coming back."
45,,Female,Thetford,7.6,2.9,0.19,1,5,6,7,8,1,1,Yes,Medium,Morning,Weekly shop,Yes,53.1,Cardf,Medium,"An average visit overall after work doing a full weekly shop. somewhatsignage made things easy to find, and That said, a couple of things I picked up were bruised. Bakery items were great."
53,15782,Non-binary,Fakeniham,10.1,3.7,0.08,3,3,10,15,8,4,14,No,Medium,Afternoon,Bulk shop,Yes,49.2,Cash,Medium,Neither great nor terrible at the weekend doing a quick top-up shop. the store felt messy. It did the job.
51,37541,Non-binary,Wymondhram,9,0.8,0.22,0,4,1,2,0,3,3,Yes,High,Morning,Top-up,Yes,56.2,Card,Medium,
